8.2,72.3,347.4,68.6,0.6,1.2,0.0,0.4,5145.0
8.2,72.3,347.0,68.6,0.6,1.2,0.0,0.4,5174.0
8.2,72.3,347.2,68.7,0.6,1.2,0.0,0.4,5170.0
8.2,72.3,347.4,68.7,0.0,1.1,0.0,0.4,5110.0
8.2,72.3,347.4,68.7,0.5,1.1,0.0,0.4,5093.0
8.2,72.5,348.1,68.7,0.5,1.0,0.0,0.4,5178.0
8.2,72.5,348.7,68.7,0.5,1.0,0.0,0.4,5158.0
8.5,74.0,399.4,71.6,0.5,1.3,0.0,0.4,5684.0
8.5,74.0,399.5,71.6,0.5,1.3,0.0,0.4,5680.0
8.4,75.7,391.3,71.4,1.0,0.7,0.0,0.4,5595.0
8.4,75.6,390.0,71.4,1.0,0.6,0.0,0.4,5617.0
8.4,76.4,400.7,71.7,1.1,0.7,0.0,0.4,5637.0
8.4,76.6,400.8,71.7,1.1,0.7,0.0,0.4,5600.0
8.5,76.5,400.6,71.8,1.1,0.7,0.0,0.4,5672.0
8.5,76.5,396.4,71.7,1.1,0.6,0.0,0.4,5661.0
8.5,76.5,398.0,71.7,1.1,0.6,0.0,0.4,5772.0
8.5,76.6,397.8,71.7,1.1,0.6,0.0,0.4,5617.0
8.5,76.4,397.0,71.7,1.2,0.7,0.0,0.4,5686.0
8.5,76.4,397.0,71.7,1.0,0.6,0.0,0.4,5692.0
8.4,76.4,399.6,71.8,0.7,1.1,0.0,0.4,5780.0
8.4,76.4,399.2,71.7,0.7,1.1,0.0,0.4,5736.0
8.2,72.2,344.0,68.6,0.6,1.2,0.0,0.4,5119.0
8.2,72.3,346.9,68.6,0.6,1.2,0.0,0.4,5124.0
8.2,72.3,347.2,68.6,0.6,1.2,0.0,0.4,5127.0
8.3,73.1,352.0,69.1,1.0,0.6,0.0,0.4,5208.0
8.3,73.1,352.0,69.1,1.2,0.6,0.0,0.4,5214.0
8.3,73.1,352.0,69.1,1.2,0.6,0.0,0.4,5247.0
8.4,73.2,354.6,69.0,1.1,0.6,0.0,0.4,5171.0
8.3,73.0,352.8,69.0,1.1,0.7,0.0,0.4,5241.0
8.2,73.0,353.3,69.0,1.0,0.7,0.0,0.4,5169.0
8.2,72.7,353.3,69.2,1.0,0.5,0.0,0.4,5269.0
8.2,74.1,372.0,69.8,1.0,0.5,0.0,0.4,5407.0
8.2,74.2,372.0,70.3,1.0,0.7,0.0,0.4,5459.0
8.7,78.6,429.5,73.2,1.1,0.6,0.0,0.4,5914.0
8.7,80.5,450.6,74.4,1.2,0.7,0.0,0.4,6004.0
8.7,80.6,450.3,74.4,1.1,0.8,0.0,0.4,6212.0
8.8,80.3,450.9,74.4,1.1,0.8,0.0,0.4,6085.0
8.8,80.6,457.4,74.4,1.1,0.8,0.0,0.4,6194.0
8.9,81.5,467.3,75.2,1.2,0.9,0.0,0.4,6194.0
8.9,81.4,466.1,75.2,1.2,0.9,0.0,0.4,6330.0
8.9,80.5,450.0,74.4,1.2,0.7,0.0,0.4,6008.0
8.8,79.7,443.7,74.0,1.3,0.7,0.0,0.4,6050.0
8.8,79.8,443.7,74.0,1.3,0.7,0.0,0.4,6025.0
8.9,81.7,466.0,75.4,1.2,0.8,0.0,0.4,6235.0
8.9,81.5,467.2,75.5,1.3,0.6,0.0,0.4,6217.0
9.0,81.4,465.8,75.4,1.3,0.7,0.0,0.4,6220.0
8.8,78.6,425.0,73.4,1.1,0.7,0.0,0.4,5911.0
8.3,73.0,352.0,69.1,1.0,0.6,0.0,0.4,5279.0
8.4,74.4,371.3,70.0,1.1,0.6,0.0,0.4,5387.0
8.4,74.4,370.3,70.0,1.1,0.5,0.0,0.4,5397.0
8.2,72.2,2442.7,68.4,1.1,0.5,0.0,0.4,5153.0
8.3,72.8,350.7,68.8,1.1,0.7,0.0,0.4,5289.0
8.4,74.3,369.9,70.0,1.1,0.7,0.0,0.4,5384.0
8.4,74.4,370.0,70.0,1.2,0.6,0.0,0.4,5338.0
8.3,72.8,350.8,68.8,1.0,0.7,0.0,0.4,5137.0
8.7,78.1,420.3,72.8,1.3,0.7,0.0,0.4,5866.0
8.7,78.1,460.1,72.8,1.2,0.8,0.0,0.4,5787.0
8.4,76.1,395.5,71.4,1.0,0.8,0.0,0.4,5634.0
8.7,80.3,448.9,74.5,1.0,0.8,0.0,0.4,6102.0
8.7,80.5,450.8,74.4,1.0,0.8,0.0,0.4,6131.0
8.8,81.6,465.8,75.4,1.0,0.8,0.0,0.4,6238.0
